CustomerID,Customer_FirstName,Customer_LastName,Customer_Membership
C11449,Liam,Lopez,Gold
C11450,Noah,Martinez,Silver
C11451,Mia,Wright,Bronze
C11452,William,White,Diamond
C11453,Olivia,Garcia,Gold
C11454,Sophia,Lee,Silver
C11455,William,Perez,Bronze
C11456,Olivia,Thompson,Diamond
C11457,Benjamin,Garcia,Gold
C11458,Emma,Wright,Silver
C11459,Liam,Lopez,Bronze
C11460,Noah,Martinez,Diamond
C11461,Mia,Wright,Gold
C11462,William,White,Silver
C11463,Olivia,Garcia,Bronze
C11464,Sophia,Lee,Diamond
C11465,William,Perez,Gold
C11466,Olivia,Thompson,Silver
C11467,Benjamin,Garcia,Bronze
C11468,Emma,Wright,Diamond
C11469,Liam,Lopez,Gold
C11470,Noah,Martinez,Silver
C11471,Mia,Wright,Bronze
C11472,William,White,Diamond
C11473,Olivia,Garcia,Gold
C11474,Sophia,Lee,Silver
C11475,William,Perez,Bronze
C11476,Olivia,Thompson,Diamond
C11477,Benjamin,Garcia,Gold
C11478,Emma,Wright,Silver
C11479,Liam,Lopez,Bronze
C11480,Noah,Martinez,Diamond
C11481,Mia,Wright,Gold
C11482,William,White,Silver
C11483,Sophie,Anderson,Bronze
C11484,Olivia,Harris,Silver
C11485,Benjamin,Davis,Gold
C11486,Liam,Martinez,Diamond
C11487,Emma,Rodriguez,Bronze
C11488,Noah,White,Silver
C11489,Mia,Thompson,Gold
C11490,William,Garcia,Diamond
C11491,Olivia,Martinez,Bronze
C11492,Sophia,Lee,Silver
C11493,Benjamin,Perez,Gold
C11494,Emma,Hernandez,Diamond
C11495,Liam,Young,Bronze
C11496,Mia,King,Silver
C11497,Noah,Lopez,Gold
C11498,William,Scott,Diamond
C11499,Olivia,Turner,Bronze
C11500,Sophia,Hill,Silver
C11501,Benjamin,Gonzalez,Gold
C11502,Emma,Martinez,Diamond
C11503,Liam,Diaz,Bronze
C11504,Mia,Perez,Silver
C11505,William,Flores,Gold
C11506,Olivia,Martinez,Diamond
C11507,Sophia,Scott,Bronze
C11508,Benjamin,Turner,Silver
C11509,Emma,White,Gold
C11510,Liam,Gonzalez,Diamond
C11511,Amelia,Rivera,Diamond
C11512,Logan,Green,Gold
C11513,Evelyn,Murphy,Silver
C11514,Oliver,Reed,Diamond
C11515,Charlotte,Bailey,Gold
C11516,Liam,Flores,Silver
C11517,Mia,Sanders,Diamond
C11518,William,Morris,Gold
C11519,Olivia,Ramirez,Silver
C11520,James,Price,Diamond
C11521,Sophia,Simmons,Gold
C11522,Mia,Perry,Silver
C11523,Noah,Hayes,Diamond
C11524,Emma,Watson,Gold
C11525,Olivia,Hill,Diamond
C11526,Benjamin,Martinez,Silver
C11527,Sophia,Turner,Gold
C11528,Liam,Murphy,Silver
C11529,Mia,Powell,Diamond
C11530,William,Perez,Silver
C11531,Olivia,Garcia,Diamond
C11532,Sophia,Wright,Gold
C11533,Benjamin,Martinez,Silver
C11534,Emma,Johnson,Diamond
C11535,Liam,Brown,Gold
C11536,Mia,Gonzalez,Silver
C11537,William,Hall,Diamond
C11538,Olivia,Young,Gold
C11539,Sophia,Martinez,Silver
C11540,Liam,Rodriguez,Diamond
C11541,Noah,White,Gold
C11542,Mia,King,Silver
C11543,Sophia,Garcia,Diamond
C11544,William,White,Gold
C11545,Olivia,Thompson,Silver
C11546,Benjamin,Garcia,Diamond
C11547,Emma,Wright,Gold
C11548,Liam,Lopez,Silver
C11549,Noah,Martinez,Diamond
C11550,Mia,Wright,Gold
C11551,William,White,Silver
C11552,Olivia,Garcia,Diamond
C11553,Sophia,Lee,Gold
C11554,Benjamin,Perez,Silver
C11555,Emma,Thompson,Diamond
C11556,Liam,Johnson,Gold
C11557,Mia,Wright,Silver
C11558,William,White,Diamond
C11559,Olivia,Garcia,Gold
C11560,Sophia,Lee,Silver
C11561,Benjamin,Perez,Diamond
C11562,Emma,Thompson,Gold
C11563,Liam,Johnson,Silver
C11564,Mia,Wright,Diamond
C11565,William,White,Gold
C11566,Olivia,Garcia,Silver
C11567,Sophia,Lee,Diamond
C11568,Benjamin,Perez,Gold
C11569,Emma,Thompson,Silver
C11570,Liam,Johnson,Diamond
C11571,Mia,Wright,Gold
C11572,William,White,Silver
C11573,Olivia,Garcia,Diamond
C11574,Sophia,Lee,Gold
C11575,Benjamin,Perez,Silver
C11576,Emma,Thompson,Diamond
C11577,Liam,Johnson,Gold
C11578,Mia,Wright,Silver
C11579,William,White,Diamond
C11580,Olivia,Garcia,Gold
C11581,Sophia,Lee,Silver
C11582,Benjamin,Perez,Diamond
C11583,Emma,Thompson,Gold
C11584,Liam,Johnson,Silver
C11585,Mia,Wright,Diamond
C11586,William,White,Gold
C11587,Olivia,Garcia,Silver
C11588,Sophia,Lee,Diamond
C11589,Benjamin,Perez,Gold
C11590,Emma,Thompson,Silver
C11591,Liam,Johnson,Diamond
C11592,Mia,Wright,Gold
C11593,William,White,Silver
C11594,Olivia,Garcia,Diamond
C11595,Sophia,Lee,Gold
C11596,Benjamin,Perez,Silver
C11597,Emma,Thompson,Diamond
C11598,Liam,Johnson,Gold
C11599,Mia,Wright,Silver
C11600,William,White,Diamond
C11601,Mark,Terry,Gold
C11602,Michael,Ramirez,Diamond
C11603,Kristin,Wright,Silver
C11604,Cathy,Ramos,Gold
C11605,Stacy,Strong,Gold
C11606,Brenda,Douglas,Gold
C11607,Timothy,Olson,Diamond
C11608,Gregory,Santiago,Bronze
C11609,Daniel,Robertson,Diamond
C11610,Adam,Murillo,Silver
C11611,Richard,Lopez,Gold
C11612,Ashley,Bishop,Gold
C11613,Cole,Fowler,Silver
C11614,Deborah,Mcpherson,Gold
C11615,Jerry,Cobb,Gold
C11616,Kimberly,Bailey,Diamond
C11617,Theresa,Christensen,Diamond
C11618,Amanda,Nelson,Diamond
C11619,Lisa,Hernandez,Gold
C11620,Colleen,Stark,Silver
C11621,Laurie,David,Bronze
C11622,Vanessa,Simmons,Diamond
C11623,Kimberly,Chavez,Gold
C11624,Nicholas,Wilson,Bronze
C11625,Eugene,Maynard,Gold
C11626,John,Cruz,Gold
C11627,Veronica,Johnson,Silver
C11628,Jonathan,Mcdonald,Diamond
C11629,Matthew,Smith,Bronze
C11630,Melissa,Gallegos,Diamond
C11631,Stacy,Roberts,Diamond
C11632,Mario,Collins,Bronze
C11633,Nicole,Key,Gold
C11634,Gregory,Quinn,Bronze
C11635,Daniel,Smith,Silver
C11636,Nicole,Acevedo,Bronze
C11637,Kyle,Schmidt,Silver
C11638,Adrienne,Holmes,Diamond
C11639,Elijah,Church,Gold
C11640,Joel,Gregory,Diamond
C11641,Joshua,Wilson,Bronze
C11642,Lori,Rice,Gold
C11643,Donald,Wright,Bronze
C11644,Daisy,Hall,Diamond
C11645,Patricia,Bennett,Gold
C11646,Alfred,Nelson,Silver
C11647,Rebecca,Perez,Bronze
C11648,Sandra,Evans,Diamond
C11649,Steven,Scott,Silver
C11650,Diana,Peters,Gold
C11651,Lisa,Garcia,Gold
C11652,Martin,Green,Gold
C11653,Andrew,Herrera,Diamond
C11654,Sara,Meyer,Bronze
C11655,Kyle,Bowen,Bronze
C11656,Shawna,Hernandez,Gold
C11657,Amy,Thomas,Silver
C11658,Deanna,Cruz,Gold
C11659,Thomas,Cook,Silver
C11660,James,Armstrong,Silver
C11661,David,Austin,Gold
C11662,Jonathan,Goodwin,Gold
C11663,David,Jefferson,Silver
C11664,Michael,Butler,Bronze
C11665,Brittany,Martin,Diamond
C11666,Jessica,Harmon,Gold
C11667,Mark,Turner,Bronze
C11668,Justin,Cruz,Silver
C11669,Tonya,Mills,Gold
C11670,Edward,Gibson,Diamond
C11671,Alyssa,Green,Diamond
C11672,Danielle,Tyler,Diamond
C11673,Patricia,Becker,Bronze
C11674,Crystal,Barnes,Gold
C11675,Eric,Hunter,Diamond
C11676,Jorge,Martin,Bronze
C11677,Samuel,Cook,Diamond
C11678,William,Morgan,Silver
C11679,Jesus,Morrow,Diamond
C11680,Rachel,Fox,Gold
C11681,Phillip,Sanchez,Bronze
C11682,Ricardo,Heath,Gold
C11683,John,Kim,Diamond
C11684,Amber,Floyd,Silver
C11685,Jennifer,Smith,Bronze
C11686,Kyle,Hicks,Silver
C11687,Sara,Rodriguez,Gold
C11688,John,Moreno,Gold
C11689,Mark,Roman,Diamond
C11690,Brittany,Fuller,Silver
C11691,Kimberly,Ford,Bronze
C11692,Larry,Dixon,Silver
C11693,Melissa,Williamson,Diamond
C11694,Paula,Nunez,Bronze
C11695,Mark,White,Silver
C11696,Danielle,Petersen,Gold
C11697,Michele,Hughes,Silver
C11698,Mary,Cannon,Bronze
C11699,Kelly,Hunt,Silver
C11700,Rachel,Kelley,Diamond
C11701,Daniel,Miller,Silver
C11702,Lisa,Anderson,Diamond
C11703,David,Mckinney,Diamond
C11704,Sarah,Gamble,Bronze
C11705,Mikayla,Rodriguez,Gold
C11706,Kelly,Lawrence,Silver
C11707,John,Francis,Gold
C11708,April,Thomas,Diamond
C11709,Catherine,Russo,Bronze
C11710,Alison,Smith,Gold
C11711,Antonio,Elliott,Bronze
C11712,Christopher,Brown,Diamond
C11713,Jodi,Estrada,Gold
C11714,Adriana,Mendez,Gold
C11715,Amy,Smith,Bronze
C11716,Julia,Hall,Bronze
C11717,Lisa,Smith,Gold
C11718,Dillon,Ball,Silver
C11719,Briana,Brown,Bronze
C11720,Julie,White,Bronze
C11721,Bonnie,Clark,Diamond
C11722,Jennifer,Rosario,Silver
C11723,Nicole,Rodriguez,Diamond
C11724,Amanda,Kane,Diamond
C11725,Christopher,Reed,Gold
C11726,Julie,Steele,Silver
C11727,Curtis,Davis,Silver
C11728,Alyssa,Walker,Bronze
C11729,Bridget,Cantrell,Silver
C11730,Allison,Huynh,Gold
C11731,Austin,Mullins,Silver
C11732,Leslie,Krueger,Gold
C11733,Frederick,Barnes,Diamond
C11734,Alicia,Hill,Silver
C11735,Michael,Vincent,Diamond
C11736,Lisa,Velasquez,Bronze
C11737,Angela,Lewis,Gold
C11738,Michael,Duncan,Bronze
C11739,Cameron,Smith,Gold
C11740,Gregg,Gilbert,Gold
C11741,Stephanie,Zhang,Diamond
C11742,Oscar,Smith,Silver
C11743,Sarah,Williams,Bronze
C11744,Joseph,Daniels,Gold
C11745,David,Cooper,Gold
C11746,Nathan,Tucker,Gold
C11747,Faith,Hill,Bronze
C11748,Jeffrey,Monroe,Silver
C11749,Melissa,Coffey,Silver
C11750,Ashley,Young,Silver
C11751,Kayla,Adkins,Bronze
C11752,Ariel,Allen,Diamond
C11753,Christopher,Hayden,Gold
C11754,Kelly,Baker,Bronze
C11755,Curtis,Cobb,Silver
C11756,Taylor,Alvarez,Diamond
C11757,Michael,Keller,Silver
C11758,Victoria,Scott,Diamond
C11759,Edward,Johnson,Bronze
C11760,Jennifer,Hudson,Silver
C11761,Marie,Chaney,Gold
C11762,Kathleen,White,Silver
C11763,Kerry,Gonzales,Gold
C11764,Sherry,Moore,Diamond
C11765,Samuel,Gilbert,Gold
C11766,Lawrence,Mcknight,Silver
C11767,William,Turner,Bronze
C11768,Victor,Gibson,Diamond
C11769,Sara,Cobb,Gold
C11770,Joanna,Martin,Silver
C11771,Devin,Chang,Silver
C11772,Ricky,Tanner,Diamond
C11773,Charles,Sanchez,Silver
C11774,Melissa,Davenport,Silver
C11775,Patricia,Reyes,Diamond
C11776,Angela,Jackson,Bronze
C11777,Nicholas,Allen,Bronze
C11778,Laura,Baldwin,Silver
C11779,Cody,Mccall,Bronze
C11780,Derek,Ramsey,Gold
C11781,William,Ford,Gold
C11782,Bryan,Perez,Diamond
C11783,Brittany,Gilmore,Silver
C11784,Courtney,Cook,Diamond
C11785,Renee,Hale,Silver
C11786,Eugene,Mckenzie,Silver
C11787,Renee,Barnett,Silver
C11788,Lisa,West,Gold
C11789,Cindy,Wong,Diamond
C11790,Sean,Stevens,Gold
C11791,Bethany,Olson,Silver
C11792,Kristin,Ryan,Diamond
C11793,Amanda,Lynch,Gold
C11794,Nicholas,Mosley,Diamond
C11795,Sarah,Young,Diamond
C11796,Jose,Oneal,Silver
C11797,Michael,Morales,Gold
C11798,Christopher,Fox,Diamond
C11799,Nathan,Guzman,Silver
